fiscal_year,quarter,service_area,region,type_of_connection,value,unit,note
2020-21,Q2,Odisha,Rural,Narrowband,1.001,value in Millions,
2020-21,Q2,Odisha,Urban,Narrowband,0.333,value in Millions,
2020-21,Q2,Odisha,Rural,Broadband,12.093,value in Millions,
2020-21,Q2,Odisha,Urban,Broadband,6.914,value in Millions,
2020-21,Q2,Odisha,Rural,Total,13.095,value in Millions,
2020-21,Q2,Odisha,Urban,Total,7.247,value in Millions,
2020-21,Q2,North East,Rural,Narrowband,0.272,value in Millions,
2020-21,Q2,North East,Urban,Narrowband,0.204,value in Millions,
2020-21,Q2,North East,Rural,Broadband,4.038,value in Millions,
2020-21,Q2,North East,Urban,Broadband,3.955,value in Millions,
2020-21,Q2,North East,Rural,Total,4.31,value in Millions,
2020-21,Q2,North East,Urban,Total,4.16,value in Millions,
2020-21,Q2,Madhya Pradesh,Rural,Narrowband,1.838,value in Millions,
2020-21,Q2,Madhya Pradesh,Urban,Narrowband,1.637,value in Millions,
2020-21,Q2,Madhya Pradesh,Rural,Broadband,19.005,value in Millions,
2020-21,Q2,Madhya Pradesh,Urban,Broadband,28.84,value in Millions,
2020-21,Q2,Madhya Pradesh,Rural,Total,20.843,value in Millions,
2020-21,Q2,Madhya Pradesh,Urban,Total,30.476,value in Millions,
2020-21,Q2,Kolkata,Rural,Narrowband,0.086,value in Millions,
2020-21,Q2,Kolkata,Urban,Narrowband,1.163,value in Millions,
2020-21,Q2,Kolkata,Rural,Broadband,1.356,value in Millions,
2020-21,Q2,Kolkata,Urban,Broadband,15.613,value in Millions,
2020-21,Q2,Kolkata,Rural,Total,1.443,value in Millions,
2020-21,Q2,Kolkata,Urban,Total,16.776,value in Millions,
2020-21,Q2,Kerala,Rural,Narrowband,0.68,value in Millions,
2020-21,Q2,Kerala,Urban,Narrowband,0.903,value in Millions,
2020-21,Q2,Kerala,Rural,Broadband,10.822,value in Millions,
2020-21,Q2,Kerala,Urban,Broadband,16.06,value in Millions,
2020-21,Q2,Kerala,Rural,Total,11.502,value in Millions,
2020-21,Q2,Kerala,Urban,Total,16.963,value in Millions,
2020-21,Q2,Karnataka,Rural,Narrowband,1.432,value in Millions,
2020-21,Q2,Karnataka,Urban,Narrowband,1.493,value in Millions,
2020-21,Q2,Karnataka,Rural,Broadband,15.74,value in Millions,
2020-21,Q2,Karnataka,Urban,Broadband,29.438,value in Millions,
2020-21,Q2,Karnataka,Rural,Total,17.172,value in Millions,
2020-21,Q2,Karnataka,Urban,Total,30.931,value in Millions,
2020-21,Q2,Jammu and Kashmir,Rural,Narrowband,0.298,value in Millions,
2020-21,Q2,Jammu and Kashmir,Urban,Narrowband,0.158,value in Millions,
2020-21,Q2,Jammu and Kashmir,Rural,Broadband,3.154,value in Millions,
2020-21,Q2,Jammu and Kashmir,Urban,Broadband,4.197,value in Millions,
2020-21,Q2,Jammu and Kashmir,Rural,Total,3.452,value in Millions,
2020-21,Q2,Jammu and Kashmir,Urban,Total,4.355,value in Millions,
2020-21,Q2,Himachal Pradesh,Rural,Narrowband,0.168,value in Millions,
2020-21,Q2,Himachal Pradesh,Urban,Narrowband,0.141,value in Millions,
2020-21,Q2,Himachal Pradesh,Rural,Broadband,3.922,value in Millions,
2020-21,Q2,Himachal Pradesh,Urban,Broadband,2.171,value in Millions,
2020-21,Q2,Himachal Pradesh,Rural,Total,4.09,value in Millions,
2020-21,Q2,Himachal Pradesh,Urban,Total,2.312,value in Millions,
2020-21,Q2,Haryana,Rural,Narrowband,0.415,value in Millions,
2020-21,Q2,Haryana,Urban,Narrowband,0.498,value in Millions,
2020-21,Q2,Haryana,Rural,Broadband,6.663,value in Millions,
2020-21,Q2,Haryana,Urban,Broadband,10.287,value in Millions,
2020-21,Q2,Haryana,Rural,Total,7.078,value in Millions,
2020-21,Q2,Haryana,Urban,Total,10.785,value in Millions,
2020-21,Q2,Gujarat,Rural,Narrowband,0.825,value in Millions,
2020-21,Q2,Gujarat,Urban,Narrowband,1.057,value in Millions,
2020-21,Q2,Gujarat,Rural,Broadband,13.848,value in Millions,
2020-21,Q2,Gujarat,Urban,Broadband,31.684,value in Millions,
2020-21,Q2,Gujarat,Rural,Total,14.673,value in Millions,
2020-21,Q2,Gujarat,Urban,Total,32.741,value in Millions,
2020-21,Q2,Grand Total,Rural,Narrowband,25.43,value in Millions,
2020-21,Q2,Grand Total,Urban,Narrowband,24.708,value in Millions,
2020-21,Q2,Grand Total,Rural,Broadband,276.919,value in Millions,
2020-21,Q2,Grand Total,Urban,Broadband,449.398,value in Millions,
2020-21,Q2,Grand Total,Rural,Total,302.349,value in Millions,
2020-21,Q2,Grand Total,Urban,Total,474.106,value in Millions,
2020-21,Q2,Delhi,Rural,Narrowband,0.106,value in Millions,
2020-21,Q2,Delhi,Urban,Narrowband,2.58,value in Millions,
2020-21,Q2,Delhi,Rural,Broadband,0.655,value in Millions,
2020-21,Q2,Delhi,Urban,Broadband,38.502,value in Millions,
2020-21,Q2,Delhi,Rural,Total,0.761,value in Millions,
2020-21,Q2,Delhi,Urban,Total,41.082,value in Millions,
2020-21,Q2,Bihar,Rural,Narrowband,3.127,value in Millions,
2020-21,Q2,Bihar,Urban,Narrowband,1.128,value in Millions,
2020-21,Q2,Bihar,Rural,Broadband,29.698,value in Millions,
2020-21,Q2,Bihar,Urban,Broadband,17.73,value in Millions,
2020-21,Q2,Bihar,Rural,Total,32.825,value in Millions,
2020-21,Q2,Bihar,Urban,Total,18.858,value in Millions,
2020-21,Q2,Assam,Rural,Narrowband,0.616,value in Millions,
2020-21,Q2,Assam,Urban,Narrowband,0.324,value in Millions,
2020-21,Q2,Assam,Rural,Broadband,8.283,value in Millions,
2020-21,Q2,Assam,Urban,Broadband,5.866,value in Millions,
2020-21,Q2,Assam,Rural,Total,8.899,value in Millions,
2020-21,Q2,Assam,Urban,Total,6.19,value in Millions,
2020-21,Q2,Andhra Pradesh,Rural,Narrowband,1.789,value in Millions,
2020-21,Q2,Andhra Pradesh,Urban,Narrowband,1.68,value in Millions,
2020-21,Q2,Andhra Pradesh,Rural,Broadband,24.896,value in Millions,
2020-21,Q2,Andhra Pradesh,Urban,Broadband,32.752,value in Millions,
2020-21,Q2,Andhra Pradesh,Rural,Total,26.685,value in Millions,
2020-21,Q2,Andhra Pradesh,Urban,Total,34.431,value in Millions,
2020-21,Q1,West Bengal,Rural,Narrowband,1.856,value in Millions,
2020-21,Q1,West Bengal,Urban,Narrowband,0.868,value in Millions,
2020-21,Q1,West Bengal,Rural,Broadband,15.087,value in Millions,
2020-21,Q1,West Bengal,Urban,Broadband,15.78,value in Millions,
2020-21,Q1,West Bengal,Rural,Total,16.942,value in Millions,
2020-21,Q1,West Bengal,Urban,Total,16.648,value in Millions,
2020-21,Q1,Uttar Pradesh West,Rural,Narrowband,1.301,value in Millions,
2020-21,Q1,Uttar Pradesh West,Urban,Narrowband,1.263,value in Millions,
2020-21,Q1,Uttar Pradesh West,Rural,Broadband,13.136,value in Millions,
2020-21,Q1,Uttar Pradesh West,Urban,Broadband,22.131,value in Millions,
2020-21,Q1,Uttar Pradesh West,Rural,Total,14.436,value in Millions,
2020-21,Q1,Uttar Pradesh West,Urban,Total,23.394,value in Millions,
2020-21,Q1,Uttar Pradesh East,Rural,Narrowband,3.374,value in Millions,
2020-21,Q1,Uttar Pradesh East,Urban,Narrowband,1.337,value in Millions,
2020-21,Q1,Uttar Pradesh East,Rural,Broadband,26.405,value in Millions,
2020-21,Q1,Uttar Pradesh East,Urban,Broadband,24.107,value in Millions,
2020-21,Q1,Uttar Pradesh East,Rural,Total,29.779,value in Millions,
2020-21,Q1,Uttar Pradesh East,Urban,Total,25.445,value in Millions,
2020-21,Q1,Tamil Nadu,Rural,Narrowband,1.414,value in Millions,
2020-21,Q1,Tamil Nadu,Urban,Narrowband,2.286,value in Millions,
2020-21,Q1,Tamil Nadu,Rural,Broadband,12.383,value in Millions,
2020-21,Q1,Tamil Nadu,Urban,Broadband,34.959,value in Millions,
2020-21,Q1,Tamil Nadu,Rural,Total,13.797,value in Millions,
2020-21,Q1,Tamil Nadu,Urban,Total,37.245,value in Millions,
2020-21,Q1,Rajasthan,Rural,Narrowband,1.601,value in Millions,
2020-21,Q1,Rajasthan,Urban,Narrowband,1.287,value in Millions,
2020-21,Q1,Rajasthan,Rural,Broadband,18.66,value in Millions,
2020-21,Q1,Rajasthan,Urban,Broadband,20.735,value in Millions,
2020-21,Q1,Rajasthan,Rural,Total,20.261,value in Millions,
2020-21,Q1,Rajasthan,Urban,Total,22.023,value in Millions,
2020-21,Q1,Punjab,Rural,Narrowband,0.569,value in Millions,
2020-21,Q1,Punjab,Urban,Narrowband,0.864,value in Millions,
2020-21,Q1,Punjab,Rural,Broadband,7.992,value in Millions,
2020-21,Q1,Punjab,Urban,Broadband,17.033,value in Millions,
2020-21,Q1,Punjab,Rural,Total,8.561,value in Millions,
2020-21,Q1,Punjab,Urban,Total,17.897,value in Millions,
2020-21,Q1,Odisha,Rural,Narrowband,1.121,value in Millions,
2020-21,Q1,Odisha,Urban,Narrowband,0.356,value in Millions,
2020-21,Q1,Odisha,Rural,Broadband,11.633,value in Millions,
2020-21,Q1,Odisha,Urban,Broadband,6.591,value in Millions,
2020-21,Q1,Odisha,Rural,Total,12.754,value in Millions,
2020-21,Q1,Odisha,Urban,Total,6.947,value in Millions,
2020-21,Q1,North East,Rural,Narrowband,0.279,value in Millions,
2020-21,Q1,North East,Urban,Narrowband,0.209,value in Millions,
2020-21,Q1,North East,Rural,Broadband,3.831,value in Millions,
2020-21,Q1,North East,Urban,Broadband,3.722,value in Millions,
2020-21,Q1,North East,Rural,Total,4.11,value in Millions,
2020-21,Q1,North East,Urban,Total,3.931,value in Millions,
2020-21,Q1,Mumbai,Rural,Narrowband,0.064,value in Millions,
2020-21,Q1,Mumbai,Urban,Narrowband,1.81,value in Millions,
2020-21,Q1,Mumbai,Rural,Broadband,1.66,value in Millions,
2020-21,Q1,Mumbai,Urban,Broadband,25.936,value in Millions,
2020-21,Q1,Mumbai,Rural,Total,1.724,value in Millions,
2020-21,Q1,Mumbai,Urban,Total,27.746,value in Millions,
2020-21,Q1,Maharashtra,Rural,Narrowband,2.048,value in Millions,
2020-21,Q1,Maharashtra,Urban,Narrowband,2.17,value in Millions,
2020-21,Q1,Maharashtra,Rural,Broadband,23.807,value in Millions,
2020-21,Q1,Maharashtra,Urban,Broadband,36.076,value in Millions,
2020-21,Q1,Maharashtra,Rural,Total,25.855,value in Millions,
2020-21,Q1,Maharashtra,Urban,Total,38.247,value in Millions,
2020-21,Q1,Madhya Pradesh,Rural,Narrowband,1.963,value in Millions,
2020-21,Q1,Madhya Pradesh,Urban,Narrowband,1.736,value in Millions,
2020-21,Q1,Madhya Pradesh,Rural,Broadband,18.397,value in Millions,
2020-21,Q1,Madhya Pradesh,Urban,Broadband,27.892,value in Millions,
2020-21,Q1,Madhya Pradesh,Rural,Total,20.36,value in Millions,
2020-21,Q1,Madhya Pradesh,Urban,Total,29.628,value in Millions,
2020-21,Q1,Kolkata,Rural,Narrowband,0.059,value in Millions,
2020-21,Q1,Kolkata,Urban,Narrowband,1.15,value in Millions,
2020-21,Q1,Kolkata,Rural,Broadband,1.416,value in Millions,
2020-21,Q1,Kolkata,Urban,Broadband,14.902,value in Millions,
2020-21,Q1,Kolkata,Rural,Total,1.474,value in Millions,
2020-21,Q1,Kolkata,Urban,Total,16.052,value in Millions,
2020-21,Q1,Kerala,Rural,Narrowband,0.711,value in Millions,
2020-21,Q1,Kerala,Urban,Narrowband,0.947,value in Millions,
2020-21,Q1,Kerala,Rural,Broadband,10.477,value in Millions,
2020-21,Q1,Kerala,Urban,Broadband,15.316,value in Millions,
2020-21,Q1,Kerala,Rural,Total,11.188,value in Millions,
2020-21,Q1,Kerala,Urban,Total,16.263,value in Millions,
2020-21,Q1,Karnataka,Rural,Narrowband,1.521,value in Millions,
2020-21,Q1,Karnataka,Urban,Narrowband,1.611,value in Millions,
2020-21,Q1,Karnataka,Rural,Broadband,15.121,value in Millions,
2020-21,Q1,Karnataka,Urban,Broadband,27.86,value in Millions,
2020-21,Q1,Karnataka,Rural,Total,16.642,value in Millions,
2020-21,Q1,Karnataka,Urban,Total,29.471,value in Millions,
2020-21,Q1,Jammu and Kashmir,Rural,Narrowband,0.318,value in Millions,
2020-21,Q1,Jammu and Kashmir,Urban,Narrowband,0.161,value in Millions,
2020-21,Q1,Jammu and Kashmir,Rural,Broadband,3.04,value in Millions,
2020-21,Q1,Jammu and Kashmir,Urban,Broadband,4.009,value in Millions,
2020-21,Q1,Jammu and Kashmir,Rural,Total,3.358,value in Millions,
2020-21,Q1,Jammu and Kashmir,Urban,Total,4.17,value in Millions,
2020-21,Q1,Himachal Pradesh,Rural,Narrowband,0.174,value in Millions,
2020-21,Q1,Himachal Pradesh,Urban,Narrowband,0.14,value in Millions,
2020-21,Q1,Himachal Pradesh,Rural,Broadband,3.729,value in Millions,
2020-21,Q1,Himachal Pradesh,Urban,Broadband,2.041,value in Millions,
2020-21,Q1,Himachal Pradesh,Rural,Total,3.903,value in Millions,
2020-21,Q1,Himachal Pradesh,Urban,Total,2.18,value in Millions,
2020-21,Q1,Haryana,Rural,Narrowband,0.409,value in Millions,
2020-21,Q1,Haryana,Urban,Narrowband,0.495,value in Millions,
2020-21,Q1,Haryana,Rural,Broadband,6.504,value in Millions,
2020-21,Q1,Haryana,Urban,Broadband,9.924,value in Millions,
2020-21,Q1,Haryana,Rural,Total,6.914,value in Millions,
2020-21,Q1,Haryana,Urban,Total,10.419,value in Millions,
2020-21,Q1,Gujarat,Rural,Narrowband,0.869,value in Millions,
2020-21,Q1,Gujarat,Urban,Narrowband,1.099,value in Millions,
2020-21,Q1,Gujarat,Rural,Broadband,13.088,value in Millions,
2020-21,Q1,Gujarat,Urban,Broadband,30.434,value in Millions,
2020-21,Q1,Gujarat,Rural,Total,13.957,value in Millions,
2020-21,Q1,Gujarat,Urban,Total,31.533,value in Millions,
2020-21,Q1,Grand Total,Rural,Narrowband,25.296,value in Millions,
2020-21,Q1,Grand Total,Urban,Narrowband,25.544,value in Millions,
2020-21,Q1,Grand Total,Rural,Broadband,267.795,value in Millions,
2020-21,Q1,Grand Total,Urban,Broadband,430.435,value in Millions,
2020-21,Q1,Grand Total,Rural,Total,293.092,value in Millions,
2020-21,Q1,Grand Total,Urban,Total,455.979,value in Millions,
2020-21,Q1,Delhi,Rural,Narrowband,0.164,value in Millions,
2020-21,Q1,Delhi,Urban,Narrowband,2.655,value in Millions,
2020-21,Q1,Delhi,Rural,Broadband,0.619,value in Millions,
2020-21,Q1,Delhi,Urban,Broadband,37.175,value in Millions,
2020-21,Q1,Delhi,Rural,Total,0.783,value in Millions,
2020-21,Q1,Delhi,Urban,Total,39.83,value in Millions,
2020-21,Q1,Bihar,Rural,Narrowband,3.045,value in Millions,
2020-21,Q1,Bihar,Urban,Narrowband,1.149,value in Millions,
2020-21,Q1,Bihar,Rural,Broadband,28.634,value in Millions,
2020-21,Q1,Bihar,Urban,Broadband,16.761,value in Millions,
2020-21,Q1,Bihar,Rural,Total,31.679,value in Millions,
2020-21,Q1,Bihar,Urban,Total,17.91,value in Millions,
2020-21,Q1,Assam,Rural,Narrowband,0.607,value in Millions,
2020-21,Q1,Assam,Urban,Narrowband,0.329,value in Millions,
2020-21,Q1,Assam,Rural,Broadband,7.96,value in Millions,
2020-21,Q1,Assam,Urban,Broadband,5.567,value in Millions,
2020-21,Q1,Assam,Rural,Total,8.567,value in Millions,
2020-21,Q1,Assam,Urban,Total,5.896,value in Millions,
2020-21,Q1,Andhra Pradesh,Rural,Narrowband,1.83,value in Millions,
2020-21,Q1,Andhra Pradesh,Urban,Narrowband,1.62,value in Millions,
2020-21,Q1,Andhra Pradesh,Rural,Broadband,24.217,value in Millions,
2020-21,Q1,Andhra Pradesh,Urban,Broadband,31.484,value in Millions,
2020-21,Q1,Andhra Pradesh,Rural,Total,26.047,value in Millions,
2020-21,Q1,Andhra Pradesh,Urban,Total,33.103,value in Millions,
2019-20,Q4,West Bengal,Rural,Narrowband,2.01,value in Millions,
2019-20,Q4,West Bengal,Urban,Narrowband,0.93,value in Millions,
2019-20,Q4,West Bengal,Rural,Broadband,14.63,value in Millions,
2019-20,Q4,West Bengal,Urban,Broadband,15.42,value in Millions,
2019-20,Q4,West Bengal,Rural,Total,16.65,value in Millions,
2019-20,Q4,West Bengal,Urban,Total,16.35,value in Millions,
2019-20,Q4,Uttar Pradesh West,Rural,Narrowband,1.3,value in Millions,
2019-20,Q4,Uttar Pradesh West,Urban,Narrowband,1.59,value in Millions,
2019-20,Q4,Uttar Pradesh West,Rural,Broadband,12.04,value in Millions,
2019-20,Q4,Uttar Pradesh West,Urban,Broadband,22.87,value in Millions,
2019-20,Q4,Uttar Pradesh West,Rural,Total,13.34,value in Millions,
2019-20,Q4,Uttar Pradesh West,Urban,Total,24.46,value in Millions,
2019-20,Q4,Uttar Pradesh East,Rural,Narrowband,3.61,value in Millions,
2019-20,Q4,Uttar Pradesh East,Urban,Narrowband,1.51,value in Millions,
2019-20,Q4,Uttar Pradesh East,Rural,Broadband,25.3,value in Millions,
2019-20,Q4,Uttar Pradesh East,Urban,Broadband,24.17,value in Millions,
2019-20,Q4,Uttar Pradesh East,Rural,Total,28.91,value in Millions,
2019-20,Q4,Uttar Pradesh East,Urban,Total,25.68,value in Millions,
2019-20,Q4,Total,Rural,Narrowband,27.36,value in Millions,
2019-20,Q4,Total,Urban,Narrowband,28.4,value in Millions,
2019-20,Q4,Total,Rural,Broadband,258.61,value in Millions,
2019-20,Q4,Total,Urban,Broadband,428.83,value in Millions,
2019-20,Q4,Total,Rural,Total,285.97,value in Millions,
2019-20,Q4,Total,Urban,Total,457.23,value in Millions,
2019-20,Q4,Tamil Nadu,Rural,Narrowband,1.55,value in Millions,
2019-20,Q4,Tamil Nadu,Urban,Narrowband,2.58,value in Millions,
2019-20,Q4,Tamil Nadu,Rural,Broadband,12.27,value in Millions,
2019-20,Q4,Tamil Nadu,Urban,Broadband,35.24,value in Millions,
2019-20,Q4,Tamil Nadu,Rural,Total,13.82,value in Millions,
2019-20,Q4,Tamil Nadu,Urban,Total,37.82,value in Millions,
2019-20,Q4,Rajasthan,Rural,Narrowband,1.67,value in Millions,
2019-20,Q4,Rajasthan,Urban,Narrowband,1.33,value in Millions,
2019-20,Q4,Rajasthan,Rural,Broadband,18.35,value in Millions,
2019-20,Q4,Rajasthan,Urban,Broadband,21.15,value in Millions,
2019-20,Q4,Rajasthan,Rural,Total,20.02,value in Millions,
2019-20,Q4,Rajasthan,Urban,Total,22.48,value in Millions,
2019-20,Q4,Punjab,Rural,Narrowband,0.61,value in Millions,
2019-20,Q4,Punjab,Urban,Narrowband,0.93,value in Millions,
2019-20,Q4,Punjab,Rural,Broadband,7.83,value in Millions,
2019-20,Q4,Punjab,Urban,Broadband,16.77,value in Millions,
2019-20,Q4,Punjab,Rural,Total,8.43,value in Millions,
2019-20,Q4,Punjab,Urban,Total,17.7,value in Millions,
2019-20,Q4,Odisha,Rural,Narrowband,1.18,value in Millions,
2019-20,Q4,Odisha,Urban,Narrowband,0.39,value in Millions,
2019-20,Q4,Odisha,Rural,Broadband,11.18,value in Millions,
2019-20,Q4,Odisha,Urban,Broadband,6.52,value in Millions,
2019-20,Q4,Odisha,Rural,Total,12.36,value in Millions,
2019-20,Q4,Odisha,Urban,Total,6.91,value in Millions,
2019-20,Q4,North East,Rural,Narrowband,0.3,value in Millions,
2019-20,Q4,North East,Urban,Narrowband,0.23,value in Millions,
2019-20,Q4,North East,Rural,Broadband,3.67,value in Millions,
2019-20,Q4,North East,Urban,Broadband,3.77,value in Millions,
2019-20,Q4,North East,Rural,Total,3.97,value in Millions,
2019-20,Q4,North East,Urban,Total,4.0,value in Millions,
2019-20,Q4,Mumbai,Rural,Narrowband,0.06,value in Millions,
2019-20,Q4,Mumbai,Urban,Narrowband,2.22,value in Millions,
2019-20,Q4,Mumbai,Rural,Broadband,1.47,value in Millions,
2019-20,Q4,Mumbai,Urban,Broadband,26.55,value in Millions,
2019-20,Q4,Mumbai,Rural,Total,1.53,value in Millions,
2019-20,Q4,Mumbai,Urban,Total,28.77,value in Millions,
2019-20,Q4,Maharashtra,Rural,Narrowband,2.27,value in Millions,
2019-20,Q4,Maharashtra,Urban,Narrowband,2.43,value in Millions,
2019-20,Q4,Maharashtra,Rural,Broadband,22.9,value in Millions,
2019-20,Q4,Maharashtra,Urban,Broadband,35.41,value in Millions,
2019-20,Q4,Maharashtra,Rural,Total,25.16,value in Millions,
2019-20,Q4,Maharashtra,Urban,Total,37.85,value in Millions,
2019-20,Q4,Madhya Pradesh,Rural,Narrowband,2.15,value in Millions,
2019-20,Q4,Madhya Pradesh,Urban,Narrowband,1.86,value in Millions,
2019-20,Q4,Madhya Pradesh,Rural,Broadband,17.59,value in Millions,
2019-20,Q4,Madhya Pradesh,Urban,Broadband,27.11,value in Millions,
2019-20,Q4,Madhya Pradesh,Rural,Total,19.75,value in Millions,
2019-20,Q4,Madhya Pradesh,Urban,Total,28.97,value in Millions,
2019-20,Q4,Kolkata,Rural,Narrowband,0.06,value in Millions,
2019-20,Q4,Kolkata,Urban,Narrowband,1.22,value in Millions,
2019-20,Q4,Kolkata,Rural,Broadband,1.35,value in Millions,
2019-20,Q4,Kolkata,Urban,Broadband,14.77,value in Millions,
2019-20,Q4,Kolkata,Rural,Total,1.42,value in Millions,
2019-20,Q4,Kolkata,Urban,Total,15.99,value in Millions,
2019-20,Q4,Kerala,Rural,Narrowband,0.72,value in Millions,
2019-20,Q4,Kerala,Urban,Narrowband,0.98,value in Millions,
2019-20,Q4,Kerala,Rural,Broadband,10.03,value in Millions,
2019-20,Q4,Kerala,Urban,Broadband,14.81,value in Millions,
2019-20,Q4,Kerala,Rural,Total,10.75,value in Millions,
2019-20,Q4,Kerala,Urban,Total,15.79,value in Millions,
2019-20,Q4,Karnataka,Rural,Narrowband,1.77,value in Millions,
2019-20,Q4,Karnataka,Urban,Narrowband,1.73,value in Millions,
2019-20,Q4,Karnataka,Rural,Broadband,15.24,value in Millions,
2019-20,Q4,Karnataka,Urban,Broadband,27.09,value in Millions,
2019-20,Q4,Karnataka,Rural,Total,17.01,value in Millions,
2019-20,Q4,Karnataka,Urban,Total,28.82,value in Millions,
2019-20,Q4,Jammu and Kashmir,Rural,Narrowband,0.36,value in Millions,
2019-20,Q4,Jammu and Kashmir,Urban,Narrowband,0.19,value in Millions,
2019-20,Q4,Jammu and Kashmir,Rural,Broadband,3.09,value in Millions,
2019-20,Q4,Jammu and Kashmir,Urban,Broadband,4.04,value in Millions,
2019-20,Q4,Jammu and Kashmir,Rural,Total,3.45,value in Millions,
2019-20,Q4,Jammu and Kashmir,Urban,Total,4.23,value in Millions,
2019-20,Q4,Himachal Pradesh,Rural,Narrowband,0.19,value in Millions,
2019-20,Q4,Himachal Pradesh,Urban,Narrowband,0.15,value in Millions,
2019-20,Q4,Himachal Pradesh,Rural,Broadband,3.6,value in Millions,
2019-20,Q4,Himachal Pradesh,Urban,Broadband,2.05,value in Millions,
2019-20,Q4,Himachal Pradesh,Rural,Total,3.79,value in Millions,
2019-20,Q4,Himachal Pradesh,Urban,Total,2.21,value in Millions,
2019-20,Q4,Haryana,Rural,Narrowband,0.45,value in Millions,
2019-20,Q4,Haryana,Urban,Narrowband,0.53,value in Millions,
2019-20,Q4,Haryana,Rural,Broadband,6.36,value in Millions,
2019-20,Q4,Haryana,Urban,Broadband,9.84,value in Millions,
2019-20,Q4,Haryana,Rural,Total,6.81,value in Millions,
2019-20,Q4,Haryana,Urban,Total,10.37,value in Millions,
2019-20,Q4,Gujarat,Rural,Narrowband,0.98,value in Millions,
2019-20,Q4,Gujarat,Urban,Narrowband,1.25,value in Millions,
2019-20,Q4,Gujarat,Rural,Broadband,12.69,value in Millions,
